date,price
08/12/2022,172.9
09/12/2022,172.9
12/12/2022,173.19
13/12/2022,172.9
14/12/2022,173.87
15/12/2022,173.87
16/12/2022,172.03
19/12/2022,169.99
20/12/2022,170.48
21/12/2022,172.45
22/12/2022,172.75
23/12/2022,172.45
26/12/2022,170.48
27/12/2022,169.0
28/12/2022,173.93
29/12/2022,170.38
30/12/2022,164.47
03/01/2023,166.54
04/01/2023,169.0
05/01/2023,171.67
06/01/2023,178.07
09/01/2023,176.99
10/01/2023,173.54
11/01/2023,178.37
12/01/2023,177.18
13/01/2023,183.19
16/01/2023,185.76
17/01/2023,184.28
18/01/2023,184.28
19/01/2023,183.0
27/01/2023,190.29
30/01/2023,187.24
31/01/2023,186.25
01/02/2023,184.28
02/02/2023,184.77
03/02/2023,189.99
06/02/2023,192.56
07/02/2023,188.42
08/02/2023,194.33
09/02/2023,190.98
10/02/2023,186.64
13/02/2023,189.11
14/02/2023,185.26
15/02/2023,186.25
16/02/2023,186.94
17/02/2023,184.38
20/02/2023,187.43
21/02/2023,187.73
22/02/2023,184.28
23/02/2023,184.38
24/02/2023,186.25
27/02/2023,182.6
28/02/2023,185.26
01/03/2023,189.7
02/03/2023,186.33
03/03/2023,185.24
06/03/2023,183.26
07/03/2023,185.14
08/03/2023,184.75
09/03/2023,184.75
10/03/2023,183.86
13/03/2023,185.24
14/03/2023,188.21
15/03/2023,187.72
16/03/2023,189.2
17/03/2023,190.2
20/03/2023,187.22
21/03/2023,184.25
22/03/2023,185.74
23/03/2023,186.23
24/03/2023,186.03
27/03/2023,184.25
28/03/2023,184.25
29/03/2023,183.66
30/03/2023,183.26
31/03/2023,182.96
03/04/2023,179.3
04/04/2023,176.33
05/04/2023,174.84
06/04/2023,175.24
07/04/2023,175.34
10/04/2023,174.94
11/04/2023,173.36
12/04/2023,169.39
13/04/2023,167.91
14/04/2023,165.43
17/04/2023,162.46
18/04/2023,164.24
19/04/2023,168.8
20/04/2023,168.9
21/04/2023,168.9
24/04/2023,169.49
25/04/2023,169.39
26/04/2023,169.39
27/04/2023,172.36
28/04/2023,170.38
04/05/2023,165.03
05/05/2023,163.94
08/05/2023,164.93
09/05/2023,163.55
10/05/2023,163.65
11/05/2023,162.95
12/05/2023,162.36
15/05/2023,162.56
16/05/2023,161.47
17/05/2023,160.97
18/05/2023,160.77
19/05/2023,159.19
22/05/2023,159.19
23/05/2023,157.51
24/05/2023,157.01
25/05/2023,156.51
26/05/2023,154.04
29/05/2023,153.84
30/05/2023,154.53
31/05/2023,156.51
01/06/2023,156.71
02/06/2023,156.51
05/06/2023,157.9
06/06/2023,158.5
07/06/2023,158.3
08/06/2023,158.3
09/06/2023,158.0
12/06/2023,162.0
13/06/2023,161.8
14/06/2023,162.0
15/06/2023,159.0
16/06/2023,155.0
19/06/2023,156.8
20/06/2023,155.3
21/06/2023,155.0
22/06/2023,154.8
23/06/2023,156.5
26/06/2023,156.0
27/06/2023,154.4
28/06/2023,154.7
